"X1","X2","X3","X4","X5"
-0.0172316889152924,0.0118508139078155,-0.00267882615405741,0.00250987327020316,0.0349304658847474
0.0489351438784817,-0.0219171685817344,0.00816503773685165,-0.0178719931938194,0.00938286570910689
0.0340556203592122,-0.00578743002396568,-0.0299714417912141,0.0305657296087207,-0.0333332881552846
0.0714998100753652,0.0502174551970998,-0.0348366736380702,0.0504024842319051,-0.00355191615951254
0.0237811444335253,-0.0421065451700498,-0.064459894481115,0.0981418742332607,-0.0709246301185532
0.0636154480997243,0.0508463053931477,-0.0170779002058674,0.018491960500679,0.0192344285427325
0.00354161585643724,0.00541978276799465,0.00100892901472181,-0.045732430251913,0.0393625228283018
-0.00400087801220272,0.0198775957833357,-0.00332550493996904,-0.0372637607284138,0.0146391648625835
-0.020658772488617,0.0039638035952726,-0.00936641245589597,-0.00995797829228724,-0.0174027633451303
-0.00975285733031923,-0.0233478781040646,-0.0345991240950489,0.0355911612286569,-0.0392387232612091
-0.0510947279297321,0.0115894914347524,-0.00507803774007957,-0.015536079955791,-0.0348769662781561
-0.0496253425768111,0.0232283867460577,-0.00993040015847945,-0.0334899929831021,0.0473685393744561
-0.00560413969577871,0.0113425513913221,0.00869393012336882,-0.0231500467444292,0.0644722396734637
-0.0429547261582788,-0.0197535119770652,0.0344437193280918,-0.0710655790871076,-0.000675595060762701
0.0236127952059279,-0.015943659681737,0.0411877073983636,-0.0746708192078668,0.0234338852032421
-0.050728835044474,-0.000336089084164881,-0.003043767767649,0.0030613099270609,-0.00198375199650611
0.0373477406874382,-0.00630704159636968,0.0166723670580727,-0.0225389255974051,0.0133332356227923
-0.0442088795415633,0.00308120670011004,0.0215226586858631,-0.0602600461075639,0.0304422164868467
-0.0120540108332508,0.0120032280614342,0.0188464743375921,-0.0327716183740468,-0.00241841464863363
0.0293713859506545,-0.0323507481493526,0.0247448190757655,-0.00550223351167158,-0.0406504650272152
-0.0339726163228604,0.0411643549091098,0.019550453806453,-0.0130173059867308,-0.0253007688575998
0.0807775410490619,0.0195663817369208,0.0265547469007788,-0.00619311075974226,0.0525913005828251
-0.0534565797430568,-0.0225524281896147,0.0304148170412366,-0.0191008407217184,-0.055986754744769
0.0176815446334597,0.0184349180672391,0.00871638295051047,0.0128459110154,-0.0687402658734133
-0.00918755765831997,0.00961133845859573,0.00354766646305105,0.00564852557419178,0.0449125348927294
0.0140455151338725,0.00825859789681235,0.00150800756581689,0.00806999430019363,0.0234077829538134
-0.0326154607862399,-0.00529187571951648,-0.0256153484052152,0.0306423701959695,-0.0435190637553723
0.0227634639896387,0.000260459209754593,0.0200678961109254,-0.0216127726916771,-0.0143986617154446
0.0398647222256145,0.0334043787660409,0.00200483880596508,-0.0347485477208182,0.0840198823130713
0.0723948623874833,-1.50220873054649e-05,0.0317556488987105,-0.047818872005602,-0.000274230033259229
0.0164241537734078,-0.0104699295501028,-0.0156298065826792,0.00394546772475675,-0.0457627804575984
0.0198068914241079,-0.0178651366629815,0.0306577854350057,-0.0431641102314834,-0.0137705033466011
-0.0643226348204973,0.00359843523145439,-0.00837315836673189,-0.0102952945018183,-0.05554738163811
-0.0182309601340765,-0.0134882095804093,0.0143169975838602,-0.0107992383862567,-0.0148084135197124
0.00537282500553943,-0.00598812901490184,-0.00138563540656313,0.00526960441675617,0.0134443683206506
0.0382629362627419,0.00477239696407116,0.0312455683286532,-0.0302062549988128,-0.0161510197094524
0.0422966575177522,-0.000444013385523793,0.012872296104492,-0.00201734184271038,-0.0534844610776512
0.0227100304089069,0.0114472863575777,0.0296729658920215,-0.0296536456410882,-0.0117829128460817
0.0423483965046781,0.0120126427867163,0.0519836739472589,-0.0635564888673034,0.0374121696577244
0.0423918812897352,-0.0076745591282879,0.0322071905045165,-0.0644876690320466,0.0413739609686556
0.0113937554603102,0.0098434706102093,0.0319755285973724,-0.0509243953778589,0.0573777643910652
0.032771255865387,0.0163931137766021,0.0289763948217419,-0.0562570472244723,0.0340939815807532
-0.0526613376359525,-0.0306940970678788,0.0148621914335056,-0.0258619810697802,-0.0178289237571872
-0.0423918958838144,0.0134355091753682,0.0324650467302107,-0.0498237476851384,0.0242268747586077
-0.0535447319041493,-0.00152100042613832,0.00237618853663406,-0.014245394435222,0.0189195107945728
0.00967964599495895,0.00416709363208332,0.00353057497220879,-0.00322170988103915,0.0432536452228722
0.00670932224834031,0.00155155178163896,0.0134570328068449,-0.0133693439212726,0.0349832198881722
0.00311726379340597,0.0197142983078871,-0.00905527740983541,0.00272873513683677,0.00318382715574969
-0.0304911123406084,-0.0179154005601565,0.0436889837620585,-0.0751846481091689,0.0847888627821212
0.0221796788210495,0.0235862405719725,0.0102454149015059,-0.0328694701016113,0.0582635449393814
0.0482973690396426,0.0289859086725831,0.064459894481115,-0.0981418742332607,0.0444345647868781
-0.0181350288474526,-0.016450804711616,0.0201700285734374,-0.0268836453976191,-0.00476733409566947
0.00460000329594284,-0.00186589056599101,0.0104272207367863,0.00439425345576805,-0.0377965892359241
0.0278130563634091,-0.00926594195819844,0.0217908013762355,-0.0259860779456155,0.00777460351284956
0.0694278264955167,-0.00267886210662712,-0.00380246456095599,0.0189000036517242,0.00595807819726446
0.00893974635839212,-0.00159835131007299,0.0216196881970913,-0.01305844789446,-0.0014286293100052
-0.000215253663482629,-0.0181582237556569,0.00957737025254508,-0.0231623172550198,0.00844595578305243
0.0107471715134853,-5.18722286605502e-05,0.00639765292220186,-0.00822149634364645,-0.048142994836032
-0.00716114664696997,0.0157455171965606,0.00640247962948705,0.00142647943795376,-0.0423146508918326
0.0691556933478034,0.0245388043357462,0.0351889324542051,-0.062526720731713,0.0413972025210847
-0.00258601897157207,0.000112885960535609,0.0204270552322237,-0.0352154224010576,0.0592822581990125
-0.0135869155705595,0.0127453068351316,0.0103988451065443,-0.0120924277324305,-0.0245105672146246
-0.0768401929390837,0.010670521355686,0.0421550340439194,-0.0575036656171731,0.0036004596584947
-0.0206412589638176,-0.0565411193994805,0.0109368115348512,-0.00956363791826892,-0.0724032228901509
-0.0242440768355269,0.0237117932754272,0.057945500725549,-0.0822592114294633,-0.0542713367837204
0.0470620958197278,0.0136332064943245,0.0129352575417148,-0.0429565959559429,0.0579523833833575
-0.0252128430047577,0.0285011351408539,0.033584767330255,-0.0490512507004401,0.0659206720901866
-0.0388219325510466,0.00523978734501498,0.0316147530978777,-0.0653320118682378,0.0313634626810954
0.039374491427569,-0.00953323602537408,0.0151328006840235,-0.0302952555029094,0.024250258900082
-0.000495192041986628,0.0103351978850742,0.0166108283465514,-0.0451511322110443,-0.00397646129365331
-0.0183178513446718,-0.0250453819617562,0.0277824748319401,-0.0515804123537693,-0.0183317032392416
-0.051041614785281,0.0338195218273242,0.0126418608305398,-0.036940967576219,0.00460068929326828
-0.0211528928969923,-0.00440513945587332,0.00983065949913574,-0.0148515482621075,-0.000554086507161419
-0.0551236775635983,-0.0268240304347106,-0.000325961828501475,0.00976765452129807,-0.05143993680061
0.0153284157093558,0.0216105073782802,0.00730530321747827,-0.00180771906835089,-0.0265469760538905
-0.0101899129685866,0.0294520628686103,0.0246211794833496,-0.0310123622881183,-0.00628784087944606
-0.0714470305971348,-0.0177822092029336,0.041081654967567,-0.0455888231514777,-0.00756263309109531
0.0145171070999549,-0.00320707256869383,-0.0246085222914703,0.0549341682664332,-0.0185249759455632
-0.0567986920757558,0.0181692830256187,0.00987283855508901,-0.00117189838810033,0.0143617278358772
-0.0719387907052218,-0.0199705553062297,-0.0422957262126394,0.0418394483642719,-0.0583785831437042
0.00892118753507204,-0.0113928124135386,-0.0345715454512792,0.05754327911739,-0.0898382252315059
-0.049417417400694,0.0317499936158748,0.0329596551258391,-0.0736112627983413,0.00582715279904587
-0.0308115968678493,-0.00812810468425615,-0.0105051054282657,-0.00482789968397149,-0.0352147451193578
-0.0199538044761002,0.0154580896437853,0.0262756891173439,-0.0401579625205406,-0.0235457052064123
0.039544948715537,-0.000338908296193575,-0.0198724648749251,0.00617449475549772,0.031386602570758
0.0639298224601099,-0.0181977292811213,-0.00211328190481109,0.015007245355327,0.00664589116534439
-0.0157126646702284,0.00193661277419092,-0.00475280281216652,0.0110674978673058,-0.0131101719040145
